timestamp,Open,Close,High,Low,Volume
2023-01-02 09:30:00,100.05,100.24,100.31,100.02,189
2023-01-02 09:31:00,100.04,99.98,100.09,99.9,8529
2023-01-02 09:32:00,100.14,100.26,100.35,100.08,5049
2023-01-02 09:33:00,100.01,99.96,100.09,99.93,8909
2023-01-02 09:34:00,100.07,99.87,100.16,99.81,9466
2023-01-02 09:35:00,100.0,99.94,100.07,99.91,7158
2023-01-02 09:36:00,100.04,100.03,100.09,99.97,6444
2023-01-02 09:37:00,100.19,100.26,100.32,100.09,1292
2023-01-02 09:38:00,100.16,100.15,100.2,100.15,7618
2023-01-02 09:39:00,100.21,100.33,100.4,100.16,4910
2023-01-02 09:40:00,100.19,100.17,100.21,100.17,1815
2023-01-02 09:41:00,100.4,100.5,100.59,100.33,630
2023-01-02 09:42:00,100.44,100.46,100.53,100.35,3569
2023-01-02 09:43:00,100.53,100.55,100.63,100.52,6249
2023-01-02 09:44:00,100.49,100.48,100.49,100.43,6951
2023-01-02 09:45:00,100.6,100.5,100.63,100.42,1150
2023-01-02 09:46:00,100.75,100.67,100.77,100.64,7049
2023-01-02 09:47:00,100.79,100.78,100.82,100.72,7252
2023-01-02 09:48:00,100.73,100.69,100.75,100.66,4977
2023-01-02 09:49:00,100.66,100.61,100.74,100.6,1455
2023-01-02 09:50:00,100.59,100.71,100.75,100.57,2562
2023-01-02 09:51:00,100.58,100.75,100.84,100.56,8228
2023-01-02 09:52:00,100.44,100.35,100.51,100.26,453
2023-01-02 09:53:00,100.52,100.49,100.6,100.43,8048
2023-01-02 09:54:00,100.41,100.42,100.45,100.39,3537
2023-01-02 09:55:00,100.48,100.41,100.51,100.32,6225
2023-01-02 09:56:00,100.45,100.6,100.64,100.41,9253
2023-01-02 09:57:00,100.41,100.22,100.45,100.15,3450
2023-01-02 09:58:00,100.26,100.1,100.28,100.03,6182
2023-01-02 09:59:00,100.12,100.31,100.34,100.1,2636
2023-01-02 10:00:00,100.06,100.05,100.07,100.01,9829
2023-01-02 10:01:00,100.2,100.33,100.38,100.11,7243
2023-01-02 10:02:00,100.15,99.95,100.2,99.94,326
2023-01-02 10:03:00,100.09,100.03,100.14,99.95,2789
2023-01-02 10:04:00,100.22,100.19,100.23,100.15,8568
2023-01-02 10:05:00,100.21,100.22,100.26,100.11,2198
2023-01-02 10:06:00,100.1,99.96,100.17,99.89,4853
2023-01-02 10:07:00,100.09,100.05,100.13,100.02,9487
2023-01-02 10:08:00,99.97,99.78,100.06,99.74,5573
2023-01-02 10:09:00,99.91,100.03,100.09,99.9,512
2023-01-02 10:10:00,99.93,99.83,100.02,99.8,9306
2023-01-02 10:11:00,99.99,99.97,100.06,99.93,9845
2023-01-02 10:12:00,99.94,99.97,100.07,99.93,8958
2023-01-02 10:13:00,99.97,99.98,100.07,99.96,2832
2023-01-02 10:14:00,99.92,99.92,100.02,99.91,6895
2023-01-02 10:15:00,100.05,100.15,100.21,100.02,116
2023-01-02 10:16:00,100.06,100.14,100.17,99.99,1358
2023-01-02 10:17:00,100.21,100.11,100.27,100.08,8794
2023-01-02 10:18:00,100.27,100.46,100.5,100.2,9227
2023-01-02 10:19:00,100.44,100.51,100.56,100.44,2358
2023-01-02 10:20:00,100.41,100.31,100.43,100.27,7045
2023-01-02 10:21:00,100.5,100.51,100.6,100.46,7106
2023-01-02 10:22:00,100.56,100.55,100.6,100.53,2662
2023-01-02 10:23:00,100.63,100.68,100.73,100.62,8881
2023-01-02 10:24:00,100.78,100.84,100.89,100.78,4580
2023-01-02 10:25:00,100.85,100.85,100.93,100.83,7829
2023-01-02 10:26:00,100.88,100.95,100.97,100.83,1609
2023-01-02 10:27:00,100.88,100.87,100.92,100.79,6039
2023-01-02 10:28:00,100.98,100.96,101.02,100.89,1292
2023-01-02 10:29:00,100.93,100.91,101.0,100.84,3062
2023-01-02 10:30:00,100.98,100.94,101.0,100.92,7040
2023-01-02 10:31:00,101.09,101.01,101.14,100.91,6657
2023-01-02 10:32:00,101.02,101.05,101.07,100.97,7841
2023-01-02 10:33:00,101.15,101.09,101.17,101.0,5078
2023-01-02 10:34:00,101.2,101.21,101.25,101.12,6519
2023-01-02 10:35:00,100.99,101.1,101.12,100.96,5671
2023-01-02 10:36:00,101.0,100.98,101.1,100.98,1006
2023-01-02 10:37:00,101.01,101.03,101.09,100.93,382
2023-01-02 10:38:00,101.04,101.02,101.07,100.95,7800
2023-01-02 10:39:00,101.11,101.13,101.21,101.08,785
2023-01-02 10:40:00,101.21,101.1,101.26,101.03,2009
2023-01-02 10:41:00,101.33,101.31,101.36,101.27,1625
2023-01-02 10:42:00,101.23,101.09,101.33,101.06,3831
2023-01-02 10:43:00,101.35,101.51,101.55,101.34,125
2023-01-02 10:44:00,101.26,101.22,101.29,101.12,4592
2023-01-02 10:45:00,101.23,101.13,101.32,101.1,4663
2023-01-02 10:46:00,101.08,101.22,101.25,101.04,964
2023-01-02 10:47:00,101.07,101.09,101.15,100.98,2690
2023-01-02 10:48:00,101.09,100.96,101.15,100.88,8158
2023-01-02 10:49:00,101.15,101.16,101.2,101.12,9043
2023-01-02 10:50:00,101.25,101.23,101.31,101.22,6896
2023-01-02 10:51:00,101.17,101.19,101.21,101.08,3855
2023-01-02 10:52:00,101.18,101.17,101.19,101.11,2017
2023-01-02 10:53:00,101.29,101.42,101.47,101.23,1237
2023-01-02 10:54:00,101.2,101.24,101.33,101.16,520
2023-01-02 10:55:00,101.28,101.33,101.42,101.26,8510
2023-01-02 10:56:00,101.24,101.33,101.41,101.21,1253
2023-01-02 10:57:00,101.09,101.2,101.26,101.03,7535
2023-01-02 10:58:00,101.0,100.93,101.08,100.87,1834
2023-01-02 10:59:00,101.04,101.09,101.11,101.02,8848
2023-01-02 11:00:00,101.16,101.24,101.33,101.15,7671
2023-01-02 11:01:00,101.12,101.13,101.19,101.05,568
2023-01-02 11:02:00,101.13,101.14,101.15,101.11,6667
2023-01-02 11:03:00,101.14,101.15,101.21,101.08,3002
2023-01-02 11:04:00,101.13,101.25,101.31,101.03,849
2023-01-02 11:05:00,101.31,101.17,101.36,101.07,7279
2023-01-02 11:06:00,101.19,101.32,101.41,101.14,4607
2023-01-02 11:07:00,101.25,101.16,101.3,101.07,1601
2023-01-02 11:08:00,101.19,101.31,101.37,101.16,6756
2023-01-02 11:09:00,101.15,101.17,101.17,101.08,4786
2023-01-02 11:10:00,101.15,101.18,101.19,101.13,5420
2023-01-02 11:11:00,101.25,101.33,101.39,101.23,2998
2023-01-02 11:12:00,101.11,101.05,101.2,100.97,1427
2023-01-02 11:13:00,101.12,101.07,101.15,101.0,9445
2023-01-02 11:14:00,100.9,100.94,101.03,100.85,9721
2023-01-02 11:15:00,100.92,100.94,100.96,100.91,6314
2023-01-02 11:16:00,101.01,101.04,101.05,100.94,7819
2023-01-02 11:17:00,101.11,100.99,101.14,100.93,1591
2023-01-02 11:18:00,101.03,101.19,101.29,100.98,3460
2023-01-02 11:19:00,101.05,101.17,101.26,100.96,3880
2023-01-02 11:20:00,100.98,100.9,101.08,100.88,7990
2023-01-02 11:21:00,100.95,100.74,101.05,100.72,711
2023-01-02 11:22:00,101.07,100.94,101.12,100.88,6098
2023-01-02 11:23:00,100.98,100.94,101.05,100.86,9628
2023-01-02 11:24:00,100.81,100.9,100.93,100.77,5268
2023-01-02 11:25:00,100.79,100.68,100.84,100.64,3426
2023-01-02 11:26:00,100.76,100.66,100.85,100.58,6393
2023-01-02 11:27:00,100.8,100.9,100.95,100.73,6972
2023-01-02 11:28:00,100.89,100.99,101.01,100.79,7671
2023-01-02 11:29:00,100.95,100.85,100.97,100.79,7634
2023-01-02 11:30:00,101.1,101.02,101.18,100.92,3068
2023-01-02 11:31:00,101.06,101.05,101.12,101.01,7144
2023-01-02 11:32:00,101.03,101.05,101.06,101.01,4160
2023-01-02 11:33:00,101.0,100.96,101.04,100.91,1971
2023-01-02 11:34:00,100.86,100.78,100.92,100.75,1888
2023-01-02 11:35:00,100.8,100.81,100.88,100.72,9169
2023-01-02 11:36:00,100.77,100.92,100.98,100.69,5890
2023-01-02 11:37:00,100.84,100.81,100.89,100.79,9894
2023-01-02 11:38:00,100.83,100.89,100.97,100.78,2052
2023-01-02 11:39:00,100.77,100.55,100.85,100.5,9403
2023-01-02 11:40:00,100.6,100.39,100.62,100.31,6642
2023-01-02 11:41:00,100.62,100.54,100.63,100.51,352
2023-01-02 11:42:00,100.68,100.78,100.81,100.65,7833
2023-01-02 11:43:00,100.66,100.6,100.74,100.54,5023
2023-01-02 11:44:00,100.6,100.68,100.69,100.56,1914
2023-01-02 11:45:00,100.44,100.42,100.51,100.37,1281
2023-01-02 11:46:00,100.34,100.3,100.36,100.27,3800
2023-01-02 11:47:00,100.13,99.93,100.16,99.92,6232
2023-01-02 11:48:00,100.11,100.03,100.2,99.97,802
2023-01-02 11:49:00,100.29,100.09,100.36,100.07,8269
2023-01-02 11:50:00,100.3,100.17,100.33,100.13,7353
2023-01-02 11:51:00,100.27,100.13,100.3,100.08,3972
2023-01-02 11:52:00,100.19,100.12,100.22,100.1,1629
2023-01-02 11:53:00,100.15,100.24,100.27,100.14,1844
2023-01-02 11:54:00,100.31,100.16,100.4,100.09,3332
2023-01-02 11:55:00,100.26,100.23,100.31,100.21,927
2023-01-02 11:56:00,100.37,100.26,100.44,100.18,6664
2023-01-02 11:57:00,100.32,100.3,100.39,100.28,6787
2023-01-02 11:58:00,100.27,100.36,100.42,100.22,366
2023-01-02 11:59:00,100.16,100.16,100.16,100.06,6879
2023-01-02 12:00:00,100.05,100.25,100.26,100.01,2219
2023-01-02 12:01:00,100.06,100.2,100.27,99.97,1013
2023-01-02 12:02:00,100.0,99.87,100.0,99.84,6047
2023-01-02 12:03:00,99.98,100.15,100.22,99.98,133
2023-01-02 12:04:00,100.12,99.99,100.15,99.91,3837
2023-01-02 12:05:00,100.1,100.14,100.22,100.06,4729
2023-01-02 12:06:00,100.1,100.13,100.16,100.03,5439
2023-01-02 12:07:00,99.84,99.88,99.97,99.79,4438
2023-01-02 12:08:00,99.83,99.79,99.9,99.71,3750
2023-01-02 12:09:00,99.82,99.97,100.01,99.81,3554
2023-01-02 12:10:00,100.07,100.18,100.19,100.04,8207
2023-01-02 12:11:00,100.01,100.01,100.1,99.91,1137
2023-01-02 12:12:00,99.96,99.93,100.0,99.85,7852
2023-01-02 12:13:00,100.07,100.0,100.15,99.93,9538
2023-01-02 12:14:00,100.08,99.95,100.14,99.86,2878
2023-01-02 12:15:00,99.93,99.76,99.97,99.74,6221
2023-01-02 12:16:00,99.82,99.76,99.89,99.74,5558
2023-01-02 12:17:00,99.91,99.85,99.94,99.76,7425
2023-01-02 12:18:00,100.01,99.91,100.03,99.88,3755
2023-01-02 12:19:00,100.16,100.25,100.34,100.07,8195
2023-01-02 12:20:00,100.04,100.0,100.09,99.91,4570
2023-01-02 12:21:00,100.24,100.28,100.31,100.22,2523
2023-01-02 12:22:00,100.33,100.34,100.43,100.27,4058
2023-01-02 12:23:00,100.45,100.66,100.68,100.4,1632
2023-01-02 12:24:00,100.25,100.32,100.38,100.17,451
2023-01-02 12:25:00,100.29,100.06,100.31,100.0,7065
2023-01-02 12:26:00,100.31,100.43,100.47,100.27,3950
2023-01-02 12:27:00,100.31,100.28,100.35,100.25,690
2023-01-02 12:28:00,100.48,100.48,100.5,100.41,4991
2023-01-02 12:29:00,100.63,100.69,100.73,100.57,7168
2023-01-02 12:30:00,100.48,100.6,100.63,100.39,6584
2023-01-02 12:31:00,100.45,100.56,100.65,100.42,4467
2023-01-02 12:32:00,100.48,100.6,100.67,100.47,2391
2023-01-02 12:33:00,100.5,100.54,100.61,100.44,8502
2023-01-02 12:34:00,100.38,100.4,100.42,100.33,8117
2023-01-02 12:35:00,100.32,100.39,100.42,100.27,6483
2023-01-02 12:36:00,100.39,100.49,100.53,100.39,9105
2023-01-02 12:37:00,100.36,100.22,100.43,100.15,409
2023-01-02 12:38:00,100.25,100.08,100.29,100.04,4989
2023-01-02 12:39:00,100.32,100.32,100.34,100.3,3949
2023-01-02 12:40:00,100.26,100.21,100.32,100.14,3481
2023-01-02 12:41:00,100.19,100.24,100.25,100.11,1398
2023-01-02 12:42:00,100.0,99.9,100.06,99.83,8791
2023-01-02 12:43:00,99.81,99.86,99.94,99.8,8679
2023-01-02 12:44:00,99.92,99.85,99.97,99.82,386
2023-01-02 12:45:00,99.97,99.96,99.98,99.89,303
2023-01-02 12:46:00,99.97,99.83,99.99,99.79,9586
2023-01-02 12:47:00,100.0,100.11,100.12,99.99,1678
2023-01-02 12:48:00,100.0,99.97,100.06,99.93,4270
2023-01-02 12:49:00,100.07,100.11,100.12,99.97,5845
2023-01-02 12:50:00,100.05,99.93,100.09,99.85,7686
2023-01-02 12:51:00,100.21,100.29,100.31,100.15,9978
2023-01-02 12:52:00,100.35,100.37,100.43,100.29,9278
2023-01-02 12:53:00,100.52,100.48,100.57,100.41,302
2023-01-02 12:54:00,100.55,100.68,100.72,100.46,9164
2023-01-02 12:55:00,100.59,100.61,100.67,100.5,8077
2023-01-02 12:56:00,100.66,100.65,100.75,100.61,6543
2023-01-02 12:57:00,100.5,100.69,100.77,100.44,2090
2023-01-02 12:58:00,100.46,100.4,100.55,100.35,7832
2023-01-02 12:59:00,100.58,100.71,100.76,100.56,6672
2023-01-02 13:00:00,100.68,100.73,100.81,100.64,1598
2023-01-02 13:01:00,100.71,100.77,100.84,100.68,8467
2023-01-02 13:02:00,100.79,100.66,100.86,100.62,4603
2023-01-02 13:03:00,100.89,100.93,100.95,100.88,8519
2023-01-02 13:04:00,100.82,100.75,100.82,100.69,2650
2023-01-02 13:05:00,100.68,100.57,100.72,100.55,1099
2023-01-02 13:06:00,100.62,100.63,100.66,100.61,716
2023-01-02 13:07:00,100.52,100.46,100.54,100.41,7867
2023-01-02 13:08:00,100.59,100.58,100.68,100.49,7647
2023-01-02 13:09:00,100.68,100.75,100.78,100.65,2409
2023-01-02 13:10:00,100.62,100.47,100.72,100.44,1595
2023-01-02 13:11:00,100.85,100.78,100.9,100.74,6851
2023-01-02 13:12:00,100.72,100.83,100.91,100.66,1401
2023-01-02 13:13:00,100.65,100.6,100.75,100.54,7246
2023-01-02 13:14:00,100.68,100.74,100.75,100.66,4288
2023-01-02 13:15:00,100.77,100.93,101.02,100.69,868
2023-01-02 13:16:00,100.81,100.62,100.87,100.57,2182
